Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000017047	ENSRNOT00000022987	ENSRNOP00000022987	INIP	Inip	INTS3 and NABP interacting protein [Source:RGD Symbol;Acc:1307983]	1.395549871	0.981300468	69	48
ENSRNOG00000010852	ENSRNOT00000014832	ENSRNOP00000014833	NUP205	Nup205	nucleoporin 205 [Source:RGD Symbol;Acc:1309413]	1.202615818	0.981315295	685	553
ENSRNOG00000029939	ENSRNOT00000046369	ENSRNOP00000049537	GYPC	Gypc	glycophorin C (Gerbich blood group) [Source:RGD Symbol;Acc:1310295]	1.342040672	0.981340468	94	68
ENSRNOG00000013662	ENSRNOT00000018294	ENSRNOP00000018294	ERICH6	Erich6	glutamate-rich 6 [Source:RGD Symbol;Acc:1559451]	1.488512691	0.981362604	46	30
ENSRNOG00000009789	ENSRNOT00000013265	ENSRNOP00000013265	TOPBP1	Topbp1	topoisomerase (DNA) II binding protein 1 [Source:RGD Symbol;Acc:1562949]	1.209412644	0.981377665	507	407
ENSRNOG00000017170	ENSRNOT00000023195	ENSRNOP00000023195	MED4	Med4	mediator complex subunit 4 [Source:RGD Symbol;Acc:1306671]	1.232913636	0.981414726	287	226
ENSRNOG00000017784	ENSRNOT00000024036	ENSRNOP00000024036	LRIF1	Lrif1	ligand dependent nuclear receptor interacting factor 1 [Source:RGD Symbol;Acc:1306520]	1.220144863	0.981434669	372	296
ENSRNOG00000000184	ENSRNOT00000000200	ENSRNOP00000000200	TMPRSS6	Tmprss6	transmembrane protease, serine 6 [Source:RGD Symbol;Acc:1307138]	2.423677488	0.98152243	10	4
ENSRNOG00000008966	ENSRNOT00000011940	ENSRNOP00000011940	SLCO5A1	Slco5a1	solute carrier organic anion transporter family, member 5A1 [Source:RGD Symbol;Acc:1307132]	2.423677488	0.98152243	10	4
ENSRNOG00000011279	ENSRNOT00000014997	ENSRNOP00000014997	CMC2	Cmc2	C-x(9)-C motif containing 2 [Source:RGD Symbol;Acc:2324599]	2.423677488	0.98152243	10	4
ENSRNOG00000014376	ENSRNOT00000019596	ENSRNOP00000019596	PROC	Proc	protein C [Source:RGD Symbol;Acc:3411]	2.423677488	0.98152243	10	4
ENSRNOG00000020599	ENSRNOT00000027953	ENSRNOP00000027953	TSSK6	Tssk6	testis-specific serine kinase 6 [Source:RGD Symbol;Acc:1559764]	2.423677488	0.98152243	10	4
ENSRNOG00000033010	ENSRNOT00000041925	ENSRNOP00000042421	AKR1C12	Akr1c12	aldo-keto reductase family 1, member C12 [Source:RGD Symbol;Acc:1359406]	2.423677488	0.98152243	10	4
ENSRNOG00000037149	ENSRNOT00000056068	ENSRNOP00000052920	BCL2L15	Bcl2l15	BCL2-like 15 [Source:RGD Symbol;Acc:1562344]	2.423677488	0.98152243	10	4
ENSRNOG00000012980	ENSRNOT00000017330	ENSRNOP00000063803	HYLS1	Hyls1	hydrolethalus syndrome 1 [Source:RGD Symbol;Acc:1594169]	1.318431838	0.981527323	110	81
ENSRNOG00000022718	ENSRNOT00000031545	ENSRNOP00000048713	AC094246.1	AC094246.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZD15]	207.9191484	0.981604864	2.1	0
ENSRNOG00000037541	ENSRNOT00000056877	ENSRNOP00000053718	RGD1559845	RGD1559845	similar to SPBPJ4664.02 [Source:RGD Symbol;Acc:1559845]	1.598695053	0.981650737	32.05	19.46
ENSRNOG00000013004	ENSRNOT00000083672	ENSRNOP00000075542	AKR1D1	Akr1d1	aldo-keto reductase family 1, member D1 [Source:RGD Symbol;Acc:620752]	1.681752813	0.981739645	25.99	15
ENSRNOG00000009965	ENSRNOT00000013242	ENSRNOP00000013240	PIH1D2	Pih1d2	PIH1 domain containing 2 [Source:RGD Symbol;Acc:1310503]	1.456178478	0.981805169	51	34
ENSRNOG00000027355	ENSRNOT00000075283	ENSRNOP00000066707	WDR36	Wdr36	WD repeat domain 36 [Source:RGD Symbol;Acc:1586463]	1.20630038	0.981830471	538	433
ENSRNOG00000011904	ENSRNOT00000016145	ENSRNOP00000016145	TRAPPC4	Trappc4	trafficking protein particle complex 4 [Source:RGD Symbol;Acc:1302991]	1.208683638	0.981838209	493	396
ENSRNOG00000061298	ENSRNOT00000090539	ENSRNOP00000069063	AABR07068668.1	AABR07068668.1	-	205.9484899	0.98184709	2.08	0
ENSRNOG00000038322	ENSRNOT00000058354	ENSRNOP00000055154	LOC680519	LOC680519	similar to CG12750-PA [Source:RGD Symbol;Acc:1590641]	4.265305703	0.981871698	4.69	1.06
ENSRNOG00000037476	ENSRNOT00000088839	ENSRNOP00000073030	GALNT9	Galnt9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:RGD Symbol;Acc:1311523]	1.202988549	0.981889659	3659	2953
ENSRNOG00000057384	ENSRNOT00000090200	ENSRNOP00000073844	NFATC2IP	Nfatc2ip	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:RGD Symbol;Acc:1359096]	1.352799928	0.981931561	85	61
ENSRNOG00000020062	ENSRNOT00000027172	ENSRNOP00000027172	PCDHB13	Pcdhb13	protocadherin beta 13 [Source:RGD Symbol;Acc:1310288]	1.236076742	0.981950862	261	205
ENSRNOG00000018215	ENSRNOT00000024757	ENSRNOP00000024756	SLC22A6	Slc22a6	solute carrier family 22 (organic anion transporter), member 6 [Source:RGD Symbol;Acc:69338]	1.617784799	0.981961993	30	18
ENSRNOG00000050795	ENSRNOT00000073551	-	AABR07008016.1	AABR07008016.1	-	1.617784799	0.981961993	30	18
ENSRNOG00000000406	ENSRNOT00000000459	ENSRNOP00000000459	ROS1	Ros1	ROS proto-oncogene 1 , receptor tyrosine kinase [Source:RGD Symbol;Acc:3591]	1.571622684	0.981992021	34	21
ENSRNOG00000005810	ENSRNOT00000007655	ENSRNOP00000007655	NLRC4	Nlrc4	NLR family, CARD domain containing 4 [Source:RGD Symbol;Acc:1309831]	1.571622684	0.981992021	34	21
ENSRNOG00000046968	ENSRNOT00000073035	ENSRNOP00000067842	NOL8	Nol8	nucleolar protein 8 [Source:RGD Symbol;Acc:1309551]	1.304711145	0.982014756	119.27	88.75
ENSRNOG00000021324	ENSRNOT00000086472	ENSRNOP00000072611	RGD1565059	RGD1565059	similar to hypothetical protein E130311K13 [Source:RGD Symbol;Acc:1565059]	1.31935224	0.982063963	106	78
ENSRNOG00000018384	ENSRNOT00000024974	ENSRNOP00000024974	ADAM12	Adam12	ADAM metallopeptidase domain 12 [Source:RGD Symbol;Acc:1583652]	1.430649703	0.982099367	56	38
ENSRNOG00000003354	ENSRNOT00000004462	ENSRNOP00000004462	PABPC5	Pabpc5	poly A binding protein, cytoplasmic 5 [Source:RGD Symbol;Acc:1587661]	1.940589085	0.982224285	16	8
ENSRNOG00000024237	ENSRNOT00000082688	ENSRNOP00000072151	SCEL	Scel	sciellin [Source:RGD Symbol;Acc:1305102]	1.940589085	0.982224285	16	8
ENSRNOG00000009340	ENSRNOT00000012364	ENSRNOP00000012364	ZBTB6	Zbtb6	zinc finger and BTB domain containing 6 [Source:RGD Symbol;Acc:1306007]	1.204680508	0.982272366	541	436
ENSRNOG00000020705	ENSRNOT00000028098	ENSRNOP00000028098	RNLS	Rnls	renalase, FAD-dependent amine oxidase [Source:RGD Symbol;Acc:1309804]	1.409982412	0.982289724	61	42
ENSRNOG00000019351	ENSRNOT00000044390	ENSRNOP00000048948	CHID1	Chid1	chitinase domain containing 1 [Source:RGD Symbol;Acc:1308955]	1.293202127	0.982309568	129.34	97.1
ENSRNOG00000019659	ENSRNOT00000084432	ENSRNOP00000072876	ASPA	Aspa	aspartoacylase [Source:RGD Symbol;Acc:621693]	1.216864993	0.982313543	371	296
ENSRNOG00000046480	ENSRNOT00000074435	ENSRNOP00000064801	LOC102553962	LOC102553962	KRAB domain-containing protein ZNF747-like [Source:RGD Symbol;Acc:7731019]	1.40964686	0.982319436	61	42.01
ENSRNOG00000053366	ENSRNOT00000083050	ENSRNOP00000069477	-	-	-	1.242054257	0.982441204	229	179
ENSRNOG00000024082	ENSRNOT00000033900	ENSRNOP00000029833	GLDN	Gldn	gliomedin [Source:RGD Symbol;Acc:727879]	1.279763113	0.982499694	145	110
ENSRNOG00000009787	ENSRNOT00000013274	ENSRNOP00000013274	EFCC1	Efcc1	EF-hand and coiled-coil domain containing 1 [Source:RGD Symbol;Acc:1596494]	1.490812025	0.98251662	43	28
ENSRNOG00000054423	ENSRNOT00000083698	ENSRNOP00000074801	PEMT	Pemt	phosphatidylethanolamine N-methyltransferase [Source:RGD Symbol;Acc:3297]	1.490812025	0.98251662	43	28
ENSRNOG00000051591	ENSRNOT00000090180	ENSRNOP00000071599	AABR07024264.1	AABR07024264.1	-	1.743936021	0.98256542	21.85	12.16
ENSRNOG00000001269	ENSRNOT00000048851	ENSRNOP00000047912	PPP1CC	Ppp1cc	protein phosphatase 1, catalytic subunit, gamma isozyme [Source:RGD Symbol;Acc:3377]	1.208718762	0.982576005	5829	4682
ENSRNOG00000007053	ENSRNOT00000009238	ENSRNOP00000009239	MED7	Med7	mediator complex subunit 7 [Source:RGD Symbol;Acc:6494481]	1.268378298	0.982614535	162	124
ENSRNOG00000021365	ENSRNOT00000038953	ENSRNOP00000030496	YBEY	Ybey	ybeY metallopeptidase [Source:RGD Symbol;Acc:1308722]	1.316513757	0.982641343	104.66	77.18
ENSRNOG00000028974	ENSRNOT00000047494	-	AABR07004894.1	AABR07004894.1	-	199.0511849	0.98267054	2.01	0
ENSRNOG00000059710	ENSRNOT00000082144	-	AABR07039236.1	AABR07039236.1	-	199.0511849	0.98267054	2.01	0
ENSRNOG00000017918	ENSRNOT00000024150	ENSRNOP00000024150	IGLON5	Iglon5	IgLON family member 5 [Source:RGD Symbol;Acc:1305344]	1.219995484	0.98268533	333	265
ENSRNOG00000042289	ENSRNOT00000085754	ENSRNOP00000073045	PLCXD2	Plcxd2	phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:RGD Symbol;Acc:1563504]	1.21084239	0.982733648	6716	5385
ENSRNOG00000004075	ENSRNOT00000005423	ENSRNOP00000005423	CCDC42	Ccdc42	coiled-coil domain containing 42 [Source:RGD Symbol;Acc:1565925]	1.418863555	0.982755137	57	39
ENSRNOG00000000345	ENSRNOT00000000387	-	RN60_6_1120.1	Rn60_6_1120.1	-	198.0658556	0.982785148	2	0
ENSRNOG00000000952	ENSRNOT00000001260	ENSRNOP00000001260	GSX1	Gsx1	GS homeobox 1 [Source:RGD Symbol;Acc:1310020]	198.0658556	0.982785148	2	0
ENSRNOG00000000973	ENSRNOT00000049512	ENSRNOP00000046873	RGD1563425	RGD1563425	similar to FLJ35784 protein [Source:RGD Symbol;Acc:1563425]	198.0658556	0.982785148	2	0
ENSRNOG00000001152	ENSRNOT00000079509	ENSRNOP00000069480	GLP1R	Glp1r	glucagon-like peptide 1 receptor [Source:RGD Symbol;Acc:2703]	198.0658556	0.982785148	2	0
ENSRNOG00000001183	ENSRNOT00000001565	ENSRNOP00000001565	HNF1A	Hnf1a	HNF1 homeobox A [Source:RGD Symbol;Acc:3828]	198.0658556	0.982785148	2	0
ENSRNOG00000001434	ENSRNOT00000001952	ENSRNOP00000001952	ZP3	Zp3	zona pellucida glycoprotein 3 (sperm receptor) [Source:RGD Symbol;Acc:620606]	198.0658556	0.982785148	2	0
ENSRNOG00000001869	ENSRNOT00000002553	ENSRNOP00000002553	RAB44	Rab44	RAB44, member RAS oncogene family [Source:RGD Symbol;Acc:1560150]	198.0658556	0.982785148	2	0
ENSRNOG00000002014	ENSRNOT00000002760	ENSRNOP00000002760	STAP1	Stap1	signal transducing adaptor family member 1 [Source:RGD Symbol;Acc:1311584]	198.0658556	0.982785148	2	0
ENSRNOG00000002951	ENSRNOT00000003954	ENSRNOP00000003954	CCNB3	Ccnb3	cyclin B3 [Source:RGD Symbol;Acc:1564367]	198.0658556	0.982785148	2	0
ENSRNOG00000004404	ENSRNOT00000035023	ENSRNOP00000029541	TAC4	Tac4	tachykinin 4 (hemokinin) [Source:RGD Symbol;Acc:628842]	198.0658556	0.982785148	2	0
ENSRNOG00000005665	ENSRNOT00000007474	ENSRNOP00000007474	AABR07041481.1	AABR07041481.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M4P7]	198.0658556	0.982785148	2	0
ENSRNOG00000006098	ENSRNOT00000007978	ENSRNOP00000007978	SOX30	Sox30	SRY (sex determining region Y)-box 30 [Source:RGD Symbol;Acc:1586382]	198.0658556	0.982785148	2	0
ENSRNOG00000006486	ENSRNOT00000057869	ENSRNOP00000054678	REG1A	Reg1a	regenerating islet-derived 1 alpha [Source:RGD Symbol;Acc:3552]	198.0658556	0.982785148	2	0
ENSRNOG00000008439	ENSRNOT00000011141	ENSRNOP00000011141	GPRC5D	Gprc5d	G protein-coupled receptor, class C, group 5, member D [Source:RGD Symbol;Acc:1563887]	198.0658556	0.982785148	2	0
ENSRNOG00000008525	ENSRNOT00000011509	ENSRNOP00000011509	CSF3	Csf3	colony stimulating factor 3 (granulocyte) [Source:RGD Symbol;Acc:2426]	198.0658556	0.982785148	2	0
ENSRNOG00000008668	ENSRNOT00000011539	ENSRNOP00000011539	VSIG8	Vsig8	V-set and immunoglobulin domain containing 8 [Source:RGD Symbol;Acc:1562464]	198.0658556	0.982785148	2	0
ENSRNOG00000008694	ENSRNOT00000011941	ENSRNOP00000011941	MIOX	Miox	myo-inositol oxygenase [Source:RGD Symbol;Acc:628739]	198.0658556	0.982785148	2	0
ENSRNOG00000008979	ENSRNOT00000012062	ENSRNOP00000012062	GUCA2B	Guca2b	guanylate cyclase activator 2B [Source:RGD Symbol;Acc:620044]	198.0658556	0.982785148	2	0
ENSRNOG00000009662	ENSRNOT00000012951	ENSRNOP00000012951	RSPO4	Rspo4	R-spondin 4 [Source:RGD Symbol;Acc:1563415]	198.0658556	0.982785148	2	0
ENSRNOG00000010785	ENSRNOT00000014360	ENSRNOP00000014360	HELT	Helt	helt bHLH transcription factor [Source:RGD Symbol;Acc:1564073]	198.0658556	0.982785148	2	0
ENSRNOG00000011136	ENSRNOT00000014879	ENSRNOP00000014879	OSR2	Osr2	odd-skipped related transciption factor 2 [Source:RGD Symbol;Acc:1305812]	198.0658556	0.982785148	2	0
ENSRNOG00000011692	ENSRNOT00000015771	ENSRNOP00000015771	DKK1	Dkk1	dickkopf WNT signaling pathway inhibitor 1 [Source:RGD Symbol;Acc:1307313]	198.0658556	0.982785148	2	0
ENSRNOG00000012448	ENSRNOT00000016656	ENSRNOP00000016656	CHRNB3	Chrnb3	cholinergic receptor, nicotinic, beta 3 (neuronal) [Source:RGD Symbol;Acc:621544]	198.0658556	0.982785148	2	0
ENSRNOG00000012964	ENSRNOT00000017302	ENSRNOP00000017302	CCR6	Ccr6	chemokine (C-C motif) receptor 6 [Source:RGD Symbol;Acc:1308562]	198.0658556	0.982785148	2	0
ENSRNOG00000013496	ENSRNOT00000018163	ENSRNOP00000018162	CRISP3	Crisp3	cysteine-rich secretory protein 3 [Source:RGD Symbol;Acc:619846]	198.0658556	0.982785148	2	0
ENSRNOG00000013611	ENSRNOT00000091394	ENSRNOP00000074635	KRT32	Krt32	keratin 32, type I [Source:RGD Symbol;Acc:1359701]	198.0658556	0.982785148	2	0
ENSRNOG00000013748	ENSRNOT00000018500	ENSRNOP00000018500	TREM3	Trem3	triggering receptor expressed on myeloid cells 3 [Source:RGD Symbol;Acc:1305477]	198.0658556	0.982785148	2	0
ENSRNOG00000013925	ENSRNOT00000018990	ENSRNOP00000018990	NOX4	Nox4	NADPH oxidase 4 [Source:RGD Symbol;Acc:620600]	198.0658556	0.982785148	2	0
ENSRNOG00000014471	ENSRNOT00000046850	ENSRNOP00000043462	B3GNT6	B3gnt6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:RGD Symbol;Acc:1310926]	198.0658556	0.982785148	2	0
ENSRNOG00000014685	ENSRNOT00000019808	ENSRNOP00000019808	NLRP6	Nlrp6	NLR family, pyrin domain containing 6 [Source:RGD Symbol;Acc:708549]	198.0658556	0.982785148	2	0
ENSRNOG00000014861	ENSRNOT00000019924	ENSRNOP00000019924	RNF183	Rnf183	ring finger protein 183 [Source:RGD Symbol;Acc:1564412]	198.0658556	0.982785148	2	0
ENSRNOG00000015402	ENSRNOT00000065904	ENSRNOP00000062988	GUCA1A	Guca1a	guanylate cyclase activator 1a (retina) [Source:RGD Symbol;Acc:1308712]	198.0658556	0.982785148	2	0
ENSRNOG00000015671	ENSRNOT00000021041	ENSRNOP00000021041	TECTB	Tectb	tectorin beta [Source:RGD Symbol;Acc:1305835]	198.0658556	0.982785148	2	0
ENSRNOG00000016337	ENSRNOT00000022068	ENSRNOP00000022068	SLC22A1	Slc22a1	solute carrier family 22 (organic cation transporter), member 1 [Source:RGD Symbol;Acc:3224]	198.0658556	0.982785148	2	0
ENSRNOG00000016409	ENSRNOT00000021955	ENSRNOP00000021955	CETN1	Cetn1	centrin, EF-hand protein, 1 [Source:RGD Symbol;Acc:620246]	198.0658556	0.982785148	2	0
ENSRNOG00000016857	ENSRNOT00000022758	ENSRNOP00000022758	ZG16	Zg16	zymogen granule protein 16 [Source:RGD Symbol;Acc:620346]	198.0658556	0.982785148	2	0
ENSRNOG00000017625	ENSRNOT00000023829	ENSRNOP00000023829	HTR2B	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled [Source:RGD Symbol;Acc:61801]	198.0658556	0.982785148	2	0
ENSRNOG00000017749	ENSRNOT00000023942	ENSRNOP00000023942	NKG7	Nkg7	natural killer cell granule protein 7 [Source:RGD Symbol;Acc:621523]	198.0658556	0.982785148	2	0
ENSRNOG00000018005	ENSRNOT00000024245	ENSRNOP00000024246	DUOXA1	Duoxa1	dual oxidase maturation factor 1 [Source:RGD Symbol;Acc:1306601]	198.0658556	0.982785148	2	0
ENSRNOG00000018083	ENSRNOT00000024338	-	AABR07004876.1	AABR07004876.1	-	198.0658556	0.982785148	2	0
ENSRNOG00000021116	ENSRNOT00000028671	ENSRNOP00000028671	BNIPL	Bnipl	BCL2/adenovirus E1B 19kD interacting protein like [Source:RGD Symbol;Acc:1309478]	198.0658556	0.982785148	2	0
ENSRNOG00000021134	ENSRNOT00000028693	ENSRNOP00000028693	ANXA9	Anxa9	annexin A9 [Source:RGD Symbol;Acc:1587550]	198.0658556	0.982785148	2	0
ENSRNOG00000021723	ENSRNOT00000032477	ENSRNOP00000035251	AC139642.2	AC139642.2	Protein LOC684976  [Source:UniProtKB/TrEMBL;Acc:F1M6L8]	198.0658556	0.982785148	2	0
ENSRNOG00000021949	ENSRNOT00000039101	ENSRNOP00000037459	PRAMEL7	Pramel7	preferentially expressed antigen in melanoma-like 7 [Source:RGD Symbol;Acc:1565990]	198.0658556	0.982785148	2	0
ENSRNOG00000022163	ENSRNOT00000030993	ENSRNOP00000032105	LOC685114	LOC685114	hypothetical protein LOC685114 [Source:RGD Symbol;Acc:1597768]	198.0658556	0.982785148	2	0
ENSRNOG00000022298	ENSRNOT00000031667	ENSRNOP00000035380	CXCL11	Cxcl11	chemokine (C-X-C motif) ligand 11 [Source:RGD Symbol;Acc:727827]	198.0658556	0.982785148	2	0
ENSRNOG00000022313	ENSRNOT00000037867	ENSRNOP00000034824	KLK9	Klk9	kallikrein related-peptidase 9 [Source:RGD Symbol;Acc:1308280]	198.0658556	0.982785148	2	0
ENSRNOG00000022509	ENSRNOT00000061893	ENSRNOP00000058608	AABR07066201.1	AABR07066201.1	Protein LOC301165  [Source:UniProtKB/TrEMBL;Acc:E9PSM2]	198.0658556	0.982785148	2	0
ENSRNOG00000023005	ENSRNOT00000030692	ENSRNOP00000030641	LOC681325	LOC681325	hypothetical protein LOC681325 [Source:RGD Symbol;Acc:1596765]	198.0658556	0.982785148	2	0
ENSRNOG00000023112	ENSRNOT00000031564	ENSRNOP00000033162	LOC500594	LOC500594	LRRGT00162 [Source:RGD Symbol;Acc:1565070]	198.0658556	0.982785148	2	0
ENSRNOG00000023427	ENSRNOT00000033233	ENSRNOP00000033330	ANO7	Ano7	anoctamin 7 [Source:RGD Symbol;Acc:1302987]	198.0658556	0.982785148	2	0
ENSRNOG00000023640	ENSRNOT00000032355	ENSRNOP00000032011	RAB25	Rab25	RAB25, member RAS oncogene family [Source:RGD Symbol;Acc:1308447]	198.0658556	0.982785148	2	0
ENSRNOG00000025069	ENSRNOT00000035498	ENSRNOP00000036230	LY9	Ly9	lymphocyte antigen 9 [Source:RGD Symbol;Acc:1308341]	198.0658556	0.982785148	2	0
ENSRNOG00000025522	ENSRNOT00000039429	ENSRNOP00000032259	ATF7IP2	Atf7ip2	activating transcription factor 7 interacting protein 2 [Source:RGD Symbol;Acc:1583744]	198.0658556	0.982785148	2	0
ENSRNOG00000026056	ENSRNOT00000082139	ENSRNOP00000074132	CCNB1IP1	Ccnb1ip1	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:1561930]	198.0658556	0.982785148	2	0
ENSRNOG00000026067	ENSRNOT00000036020	ENSRNOP00000029676	WFDC10	Wfdc10	WAP four-disulfide core domain 10 [Source:RGD Symbol;Acc:1596480]	198.0658556	0.982785148	2	0
ENSRNOG00000026607	ENSRNOT00000039221	ENSRNOP00000035225	TNFSF18	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18 [Source:RGD Symbol;Acc:1305066]	198.0658556	0.982785148	2	0
ENSRNOG00000027383	ENSRNOT00000039347	ENSRNOP00000034316	SNTN	Sntn	sentan, cilia apical structure protein [Source:RGD Symbol;Acc:1562356]	198.0658556	0.982785148	2	0
ENSRNOG00000029310	ENSRNOT00000051387	ENSRNOP00000046036	LOC685027	LOC685027	similar to 60S ribosomal protein L7a [Source:RGD Symbol;Acc:1583272]	198.0658556	0.982785148	2	0
ENSRNOG00000029763	ENSRNOT00000043227	-	LOC680624	LOC680624	similar to CG30497-PA, isoform A [Source:RGD Symbol;Acc:1589452]	198.0658556	0.982785148	2	0
ENSRNOG00000030698	ENSRNOT00000030962	ENSRNOP00000033390	CYP26C1	Cyp26c1	cytochrome P450, family 26, subfamily C, polypeptide 1 [Source:RGD Symbol;Acc:1308843]	198.0658556	0.982785148	2	0
ENSRNOG00000031445	ENSRNOT00000040857	ENSRNOP00000044390	RNASE3	Rnase3	ribonuclease, RNase A family, 3 [Source:RGD Symbol;Acc:621580]	198.0658556	0.982785148	2	0
ENSRNOG00000031474	ENSRNOT00000041802	ENSRNOP00000039845	RPS19L1	Rps19l1	ribosomal protein S19-like 1 [Source:RGD Symbol;Acc:1562153]	198.0658556	0.982785148	2	0
ENSRNOG00000031486	ENSRNOT00000046248	ENSRNOP00000039043	AABR07059215.1	AABR07059215.1	LRRGT00039; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q6TXG0]	198.0658556	0.982785148	2	0
ENSRNOG00000032378	ENSRNOT00000064601	ENSRNOP00000062079	ATP1A4	Atp1a4	ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:RGD Symbol;Acc:61952]	198.0658556	0.982785148	2	0
ENSRNOG00000032839	ENSRNOT00000051304	ENSRNOP00000039463	OLR1105	Olr1105	olfactory receptor 1105 [Source:RGD Symbol;Acc:1333494]	198.0658556	0.982785148	2	0
ENSRNOG00000032890	ENSRNOT00000043510	ENSRNOP00000042906	LOC100912321	LOC100912321	myeloid-associated differentiation marker-like [Source:RGD Symbol;Acc:6487726]	198.0658556	0.982785148	2	0
ENSRNOG00000033136	ENSRNOT00000052311	ENSRNOP00000045665	RT1-M5	RT1-M5	RT1 class Ib, locus M5 [Source:RGD Symbol;Acc:1595816]	198.0658556	0.982785148	2	0
ENSRNOG00000033815	ENSRNOT00000051964	ENSRNOP00000040763	AC142181.1	AC142181.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M7Z6]	198.0658556	0.982785148	2	0
ENSRNOG00000037978	ENSRNOT00000001672	ENSRNOP00000001672	LOC100359550	LOC100359550	protein S100-A11-like [Source:RGD Symbol;Acc:2323644]	198.0658556	0.982785148	2	0
ENSRNOG00000038474	ENSRNOT00000058627	ENSRNOP00000055423	RGD1561017	RGD1561017	similar to hypothetical protein 4930474N05 [Source:RGD Symbol;Acc:1561017]	198.0658556	0.982785148	2	0
ENSRNOG00000039743	ENSRNOT00000060971	ENSRNOP00000057691	ZDHHC11	Zdhhc11	zinc finger, DHHC-type containing 11 [Source:RGD Symbol;Acc:1564281]	198.0658556	0.982785148	2	0
ENSRNOG00000040033	ENSRNOT00000061546	ENSRNOP00000058263	RHOX12	Rhox12	reproductive homeobox 12 [Source:RGD Symbol;Acc:1563789]	198.0658556	0.982785148	2	0
ENSRNOG00000042612	ENSRNOT00000064936	ENSRNOP00000060090	RNASE12	Rnase12	ribonuclease, RNase A family, 12 (non-active) [Source:RGD Symbol;Acc:1307829]	198.0658556	0.982785148	2	0
ENSRNOG00000043280	ENSRNOT00000056515	ENSRNOP00000053355	VOM2R37	Vom2r37	vomeronasal 2 receptor, 37 [Source:RGD Symbol;Acc:1597332]	198.0658556	0.982785148	2	0
ENSRNOG00000043404	ENSRNOT00000038251	ENSRNOP00000032936	UROC1	Uroc1	urocanate hydratase 1 [Source:RGD Symbol;Acc:1587777]	198.0658556	0.982785148	2	0
ENSRNOG00000045532	ENSRNOT00000072737	ENSRNOP00000067327	GPR1	Gpr1	G protein-coupled receptor 1 [Source:RGD Symbol;Acc:2728]	198.0658556	0.982785148	2	0
ENSRNOG00000046049	ENSRNOT00000072488	-	AABR07064304.1	AABR07064304.1	-	198.0658556	0.982785148	2	0
ENSRNOG00000046216	ENSRNOT00000074003	ENSRNOP00000065726	RGD1561778	RGD1561778	similar to dendritic cell-derived immunoglobulin(Ig)-like receptor 1, DIgR1 - mouse [Source:RGD Symbol;Acc:1561778]	198.0658556	0.982785148	2	0
ENSRNOG00000046611	ENSRNOT00000072327	ENSRNOP00000064108	DZIP1-PS1	Dzip1-ps1	DAZ interacting protein 1, pseudogene 1 [Source:RGD Symbol;Acc:1309071]	198.0658556	0.982785148	2	0
